Product Name,SKU,Barcode,Description,Category,Cost Price (₦),Selling Price (₦),Stock Qty,Reorder Level,Reorder Qty,Tax Rate (%),Active
COLGATE MAXIMUM CAVITY PROTECTI TUBE,COLGATEMAXIM-0956,,,HOUSEHOLD ITEMS,900.00,1200.00,0,5,0,7.5,TRUE
COLGATE OPTIC WHITE TOOTHPASTE TUBE,COLGATEOPTIC-0957,,,HOUSEHOLD ITEMS,993.68,1300.00,0,5,0,7.5,TRUE
COLGATE PLAX MOUTHWASH 250ML JAR,COLGATEPLAXM-0958,,,HOUSEHOLD ITEMS,3166.67,3800.00,2,5,0,7.5,TRUE
COLGATE PLAX MOUTHWASH 500ML X JAR,COLGATEPLAXM-0959,,,HOUSEHOLD ITEMS,916.67,1300.00,0,5,0,7.5,TRUE
COLGATE TOOTH BRUSH(EXTRA CLEAN PCS,COLGATETOOTH-0960,,,HOUSEHOLD ITEMS,0.00,0.00,0,5,0,7.5,TRUE
COLGATE TOOTHPASTE 0-2YRS 66.5G,COLGATETOOTH-0961,,,HOUSEHOLD ITEMS,1250.00,1500.00,6,5,0,7.5,TRUE
COLGATE TOOTHPASTE 2-5 YEARS 50ML,COLGATETOOTH-0962,,,HOUSEHOLD ITEMS,1250.00,1500.00,24,5,0,7.5,TRUE
COLGATE TRIPPLE ACTION PASTE TUBE,COLGATETRIPP-0963,,,HOUSEHOLD ITEMS,1500.00,1800.00,6,5,0,7.5,TRUE
COLGATE ZIGZAG TOOTHBRUSH,COLGATEZIGZA-0964,,,HOUSEHOLD ITEMS,916.67,1100.00,0,5,0,7.5,TRUE
COLIBEL DROPS 30ML BOTTLE,COLIBELDROPS-0965,,,PHARMACY,1800.00,2800.00,14,5,0,7.5,TRUE
COLIPAN SYR 60ML X 1 BOTTLE,COLIPANSYR60-0966,,,PHARMACY,640.00,1000.00,0,5,0,7.5,TRUE
COLLAGEN + GLUTATHIONE X 100 HEALTHP,COLLAGENGLUT-0967,,,PHARMACY,7000.00,10700.00,0,5,0,7.5,TRUE
COLLAGEN C (ALFA) X60,COLLAGENCALF-0968,,,PHARMACY,5000.00,6500.00,1,5,0,7.5,TRUE
COLLAGEN C++ CAPSULES X 60,COLLAGENCCAP-0969,,,PHARMACY,8800.00,12000.00,0,5,0,7.5,TRUE
COLLAGEN GLUTATHION (ROXTECH),COLLAGENGLUT-0970,,,PHARMACY,0.00,14000.00,0,5,0,7.5,TRUE
COLLAGEN GUMMIES DAYNEE,COLLAGENGUMM-0971,,,PHARMACY,7000.00,10500.00,0,5,0,7.5,TRUE
COLLAGEN PLUS+ESSEN NUTRIENTS JAR,COLLAGENPLUS-0972,,,PHARMACY,9500.00,14300.00,0,5,0,7.5,TRUE
COLLAGEN+C GLUTATHION GOLD X30WHITE PACK,COLLAGENCGLU-0973,,,PHARMACY,0.00,10000.00,0,5,0,7.5,TRUE
COLLAGEN+C WITH GLUTATHION HEALTHYLIFE,COLLAGENCWIT-0974,,,PHARMACY,10000.00,15000.00,0,5,0,7.5,TRUE
COLLAGEN+GLUTATHIONE X100 JAR,COLLAGENGLUT-0975,,,PHARMACY,6000.00,9000.00,1,5,0,7.5,TRUE
COLOUR ME BODY SPRAY(MIX) 150ML TIN,COLOURMEBODY-0976,,,PHARMACY,1158.44,5400.00,4,5,0,7.5,TRUE
COMBICLEAR CREAM,COMBICLEARCR-0977,,,PHARMACY,300.00,400.00,0,5,0,7.5,TRUE
COMBIPRES EYEDROP,COMBIPRESEYE-0978,,,PHARMACY,8560.00,11500.00,0,5,0,7.5,TRUE
COMBISUNATE DS 80/480,COMBISUNATED-0979,,,PHARMACY,745.00,1200.00,3,5,0,7.5,TRUE
CO-MEPIRYL FORTE 1000MG/2MG   X BLISTER,COMEPIRYLFOR-0980,,,PHARMACY,1600.00,2300.00,0,5,0,7.5,TRUE
CO-MEPIRYL TABS 500/2MG X 10 X BLISTER,COMEPIRYLTAB-0981,,,PHARMACY,1131.67,1500.00,16,5,0,7.5,TRUE
CO-MICARDIS TABS 80/12.5MG X 28 SACHET,COMICARDISTA-0982,,,PHARMACY,0.00,2200.00,0,5,0,7.5,TRUE
COMPLAN MILK POWDER  450G PACK,COMPLANMILKP-0983,,,FOOD ITEMS,7083.33,8500.00,13,5,0,7.5,TRUE
CONCOR 2.5MG BLISTER,CONCOR25MGBL-0984,,,PHARMACY,1866.33,2600.00,3,5,0,7.5,TRUE
CONCOR 5MG BLISTER,CONCOR5MGBLI-0985,,,PHARMACY,2498.33,3400.00,6,5,0,7.5,TRUE
CONFO INHALER,CONFOINHALER-0986,,,PHARMACY,300.00,500.00,4,5,0,7.5,TRUE
CONSTISTOP LACTULOSE 300ML BOTTLE,CONSTISTOPLA-0987,,,PHARMACY,9100.00,12300.00,3,5,0,7.5,TRUE
CONTAFAM TAB BLISTER,CONTAFAMTABB-0988,,,PHARMACY,120.00,300.00,5,5,0,7.5,TRUE
CONTIFLO OD TABS 0.4MG PACK,CONTIFLOODTA-0989,,,PHARMACY,3710.00,5000.00,0,5,0,7.5,TRUE
CONTIFLO XL CAPS X30 PACK SUN PHARMA,CONTIFLOXLCA-0990,,,PHARMACY,4300.00,6100.00,17,5,0,7.5,TRUE
COOL BREEZE ROLL ON,COOLBREEZERO-0991,,,COSMETICS,0.00,2000.00,0,5,0,7.5,TRUE
COOL MINT LISTERINE 250ML BOTTLE,COOLMINTLIST-0992,,,HOUSEHOLD ITEMS,0.00,800.00,0,5,0,7.5,TRUE
COPT EYEDROP,COPTEYEDROP-0993,,,PHARMACY,6815.00,9200.00,2,5,0,7.5,TRUE
CORSODYL DAILY MOUTHWASH,CORSODYLDAIL-0994,,,PHARMACY,4900.00,6500.00,0,5,0,7.5,TRUE
CORTEL 40MG BLISTER,CORTEL40MGBL-0995,,,PHARMACY,600.00,1000.00,59,5,0,7.5,TRUE
CORTEL 80MG BLISTER,CORTEL80MGBL-0996,,,PHARMACY,733.33,1500.00,27,5,0,7.5,TRUE
COSAMID PLUS CAP,COSAMIDPLUSC-0997,,,PHARMACY,0.00,1500.00,2,5,0,7.5,TRUE
COSOPT EYE DROPS 2% 5ML BOTTLE,COSOPTEYEDRO-0998,,,System,0.00,15000.00,0,5,0,7.5,TRUE
COTOZAL -TZ TABS PACK,COTOZALTZTAB-0999,,,PHARMACY,3225.00,4400.00,13,5,0,7.5,TRUE
COTTNY SINGLET,COTTNYSINGLE-1000,,,HOUSEHOLD ITEMS,2700.00,3300.00,0,5,0,7.5,TRUE
COTTON BUD B/S COLDENT,COTTONBUDBSC-1001,,,HOUSEHOLD ITEMS,458.33,0.00,0,5,0,7.5,TRUE
COTTON BUD BABY CHERIE X100 JAR,COTTONBUDBAB-1002,,,HOUSEHOLD ITEMS,375.00,500.00,34,5,0,7.5,TRUE
COTTON BUD BABY CHERIE X200 JAR,COTTONBUDBAB-1003,,,HOUSEHOLD ITEMS,666.67,800.00,13,5,0,7.5,TRUE
COTTON BUD CHENG FENG X100,COTTONBUDCHE-1004,,,HOUSEHOLD ITEMS,200.00,0.00,0,5,0,7.5,TRUE
COTTON BUD CHENG FENG X200,COTTONBUDCHE-1005,,,HOUSEHOLD ITEMS,366.67,0.00,5,5,0,7.5,TRUE
COTTON BUD DRY LOVE X200,COTTONBUDDRY-1006,,,HOUSEHOLD ITEMS,666.67,800.00,1,5,0,7.5,TRUE
COTTON BUD S/S COLDENT,COTTONBUDSSC-1007,,,HOUSEHOLD ITEMS,233.33,0.00,0,5,0,7.5,TRUE
COTTON BUD SACHET STICK PEARL,COTTONBUDSAC-1008,,,HOUSEHOLD ITEMS,76.92,100.00,12,5,0,7.5,TRUE
COTTON BUD X100 ANGEL,COTTONBUDX10-1009,,,HOUSEHOLD ITEMS,500.00,600.00,11,5,0,7.5,TRUE
COTTON BUD X100 HERO JIKA,COTTONBUDX10-1010,,,HOUSEHOLD ITEMS,291.67,400.00,2,5,0,7.5,TRUE
COTTON BUD X200 ANGEL PACK,COTTONBUDX20-1011,,,HOUSEHOLD ITEMS,750.00,900.00,21,5,0,7.5,TRUE
COTTON BUD X200 STICK CUP PERSONAL,COTTONBUDX20-1012,,,PHARMACY,750.00,900.00,9,5,0,7.5,TRUE
COTTON BUD X200 STICK FLAT KHT / M/F,COTTONBUDX20-1013,,,PHARMACY,666.67,800.00,21,5,0,7.5,TRUE
COTTON WOOL 100G PCS,COTTONWOOL10-1014,,,PHARMACY,185.00,250.00,63,5,0,7.5,TRUE
COTTON WOOL 250G PCS,COTTONWOOL25-1015,,,PHARMACY,285.00,400.00,0,5,0,7.5,TRUE
COTTON WOOL 50G PCS,COTTONWOOL50-1016,,,PHARMACY,50.00,100.00,118,5,0,7.5,TRUE
COTTON WOOL BALLS PLAIN PACK,COTTONWOOLBA-1017,,,PHARMACY,0.00,450.00,0,5,0,7.5,TRUE
COUNTBOOST FOR MEN PACK,COUNTBOOSTFO-1018,,,PHARMACY,0.00,49300.00,1,5,0,7.5,TRUE
COVERAM PLUS 10/2.5/10MG,COVERAMPLUS1-1019,,,PHARMACY,21990.00,30000.00,0,5,0,7.5,TRUE
COVERAM TABS 10/10MG X 30 PACK,COVERAMTABS1-1020,,,PHARMACY,13235.15,34500.00,4,5,0,7.5,TRUE
COVERAM TABS 5MG/10MG X 30 PACK,COVERAMTABS5-1021,,,PHARMACY,16866.67,34500.00,3,5,0,7.5,TRUE
COVONIA BRONCHIAL BALSAM SYR 15 BOTTLE,COVONIABRONC-1022,,,PHARMACY,2995.00,3600.00,1,5,0,7.5,TRUE
COVONIA CHESTY COUGH MIX SYR 15 BOTTLE,COVONIACHEST-1023,,,PHARMACY,2550.00,4000.00,1,5,0,7.5,TRUE
COVONIA DRY COUGH 150ML BOTTLE,COVONIADRYCO-1024,,,PHARMACY,0.00,4000.00,0,5,0,7.5,TRUE
COVONIA HERBAL MUCUS COUGH SYR BOTTLE,COVONIAHERBA-1025,,,PHARMACY,0.00,2700.00,0,5,0,7.5,TRUE
COVONIA NIGHT TIME 150ML BOTTLE,COVONIANIGHT-1026,,,PHARMACY,0.00,3800.00,0,5,0,7.5,TRUE
COWBELL REFILL 320G,COWBELLREFIL-1027,,,FOOD ITEMS,2916.67,3500.00,32,5,0,7.5,TRUE
CRANBERRY 500MG PURITANS PRIDE JAR,CRANBERRY500-1028,,,PHARMACY,13800.00,19300.00,0,5,0,7.5,TRUE
CRANBERRY 600MG X60 N/F,CRANBERRY600-1029,,,PHARMACY,12210.00,16500.00,0,5,0,7.5,TRUE
CREPE BANDAGE 1INCH,CREPEBANDAGE-1030,,,PHARMACY,0.00,100.00,0,5,0,7.5,TRUE
CREPE BANDAGE 3INCHES,CREPEBANDAGE-1031,,,PHARMACY,250.00,400.00,47,5,0,7.5,TRUE
CREPE BANDAGE 4INCHES,CREPEBANDAGE-1032,,,PHARMACY,291.67,600.00,0,5,0,7.5,TRUE
CREPE BANDAGE 6INCHES,CREPEBANDAGE-1033,,,PHARMACY,441.67,700.00,27,5,0,7.5,TRUE
CRESTOR TABS 10MG X 28 BLISTER,CRESTORTABS1-1034,,,PHARMACY,9982.50,13500.00,3,5,0,7.5,TRUE
CRESTOR TABS 20MG X 28 BLISTER,CRESTORTABS2-1035,,,PHARMACY,13975.00,18200.00,1,5,0,7.5,TRUE
CROMSOL EYE DROP 5ML,CROMSOLEYEDR-1036,,,PHARMACY,2295.00,3100.00,2,5,0,7.5,TRUE
CRUSADER  SOAP ENGLAND 80G SOAP TABLET,CRUSADERSOAP-1037,,,COSMETICS,833.30,1200.00,0,5,0,7.5,TRUE
CRYSTALLINE PENICILLIN INJ 0.6M VIALS,CRYSTALLINEP-1038,,,COSMETICS,140.00,250.00,28,5,0,7.5,TRUE
CUREFENAC 100MG PACK,CUREFENAC100-1039,,,PHARMACY,260.00,400.00,85,5,0,7.5,TRUE
CUREFENAC 50MG PACK,CUREFENAC50M-1040,,,PHARMACY,200.00,300.00,50,5,0,7.5,TRUE
CURL SOLUTION KIT 100ML PACK,CURLSOLUTION-1041,,,PHARMACY,0.00,2930.00,0,5,0,7.5,TRUE
CUSSON BABY SOAP 75G SOAP TABLET,CUSSONBABYSO-1042,,,COSMETICS,375.00,450.00,0,5,0,7.5,TRUE
CUSSON POWDER X 1 CAN,CUSSONPOWDER-1043,,,COSMETICS,0.00,600.00,0,5,0,7.5,TRUE
CUSSONS BABY LOTION 200ML JAR,CUSSONSBABYL-1044,,,COSMETICS,583.33,900.00,0,5,0,7.5,TRUE
CUSSONS BABY OIL 200ML JAR,CUSSONSBABYO-1045,,,COSMETICS,1666.67,2000.00,8,5,0,7.5,TRUE
CUSSONS BABY WIPES,CUSSONSBABYW-1046,,,HOUSEHOLD ITEMS,416.00,600.00,0,5,0,7.5,TRUE
CYCLOGEST PESSARY 400MG X 15 BLISTER,CYCLOGESTPES-1047,,,PHARMACY,10500.00,14200.00,5,5,0,7.5,TRUE
CYPLOX  500MG TAB PACK,CYPLOX500MGT-1048,,,PHARMACY,789.74,1200.00,12,5,0,7.5,TRUE
CYPRIGOLD CAPS BLISTER,CYPRIGOLDCAP-1049,,,PHARMACY,316.67,500.00,5,5,0,7.5,TRUE
CYPRIGOLD SYR  100ML BOTTLE,CYPRIGOLDSYR-1050,,,PHARMACY,600.00,900.00,9,5,0,7.5,TRUE
CYPRIGOLD SYR  200ML BOTTLE,CYPRIGOLDSYR-1051,,,PHARMACY,1001.00,1400.00,13,5,0,7.5,TRUE
CYPRIVIT SYR  100ml BOTTLE,CYPRIVITSYR1-1052,,,PHARMACY,555.00,900.00,8,5,0,7.5,TRUE
CYPRIVIT SYR  200ml BOTTLE,CYPRIVITSYR2-1053,,,PHARMACY,1100.00,1600.00,16,5,0,7.5,TRUE
CYPRODINE SYR  200ML BOTTLE,CYPRODINESYR-1054,,,PHARMACY,2730.95,3500.00,0,5,0,7.5,TRUE
CYPRODINE X 30 CAPS BOTTLE,CYPRODINEX30-1055,,,PHARMACY,2532.00,3300.00,0,5,0,7.5,TRUE
CYPRON CAPS 4MG X 30 SACHET,CYPRONCAPS4M-1056,,,PHARMACY,633.33,900.00,13,5,0,7.5,TRUE
CYTOTEC TABS 200MG X PCS BLISTER,CYTOTECTABS2-1057,,,PHARMACY,276.23,400.00,118,5,0,7.5,TRUE
DABIC 15MG PACK,DABIC15MGPAC-1058,,,PHARMACY,1200.00,1800.00,0,5,0,7.5,TRUE
DABIC 7.5MG PACK,DABIC75MGPAC-1059,,,PHARMACY,1100.00,1800.00,10,5,0,7.5,TRUE
DABUR HERBAL PASTE 140G X 1 PACK,DABURHERBALP-1060,,,HOUSEHOLD ITEMS,708.33,1000.00,2,5,0,7.5,TRUE
DABUR MEDICATED TOOTHPASTE X 1 TUBE,DABURMEDICAT-1061,,,HOUSEHOLD ITEMS,370.00,0.00,26,5,0,7.5,TRUE
DAFLON 1000MG X30 BLISTER,DAFLON1000MG-1062,,,PHARMACY,4316.67,5800.00,0,5,0,7.5,TRUE
DAFLON 500MG X15 PACK,DAFLON500MGX-1063,,,PHARMACY,5050.00,6900.00,1,5,0,7.5,TRUE
DAFLON TABS 500MG X30 BLISTER,DAFLONTABS50-1064,,,PHARMACY,5750.00,7800.00,0,5,0,7.5,TRUE
DAICITEM 80MG/480MG,DAICITEM80MG-1065,,,PHARMACY,600.00,800.00,5,5,0,7.5,TRUE
DAILY PROBIOTIC 500MG X60 CAPS N/F,DAILYPROBIOT-1066,,,PHARMACY,15505.00,21000.00,4,5,0,7.5,TRUE
DAKTACORT CREAM  15G TUBE,DAKTACORTCRE-1067,,,PHARMACY,5330.00,7200.00,0,5,0,7.5,TRUE
DAKTARIN CREAM  15G TUBE,DAKTARINCREA-1068,,,PHARMACY,3300.00,4500.00,0,5,0,7.5,TRUE
DAKTARIN POWDER 2% 20GM PACK,DAKTARINPOWD-1069,,,System,0.00,2100.00,0,5,0,7.5,TRUE
DALACIN C 150MG X100 CAPS SACHET,DALACINC150M-1070,,,PHARMACY,2632.68,3500.00,24,5,0,7.5,TRUE
DALACIN C CAPS 300MG X 16 PACK,DALACINCCAPS-1071,,,PHARMACY,7060.00,8800.00,40,5,0,7.5,TRUE
DAMATOL DUSTING POWDER 125G X 1 BOTTLE,DAMATOLDUSTI-1072,,,COSMETICS,1500.00,1800.00,19,5,0,7.5,TRUE
DAMATOL DUSTING POWDER 200GM X CAN,DAMATOLDUSTI-1073,,,COSMETICS,3000.00,3600.00,0,5,0,7.5,TRUE
DAMATOL HAIR  CREAM 110G JAR,DAMATOLHAIRC-1074,,,COSMETICS,1750.00,2200.00,13,5,0,7.5,TRUE
DAMATOL HAIR  CREAM 55G JAR,DAMATOLHAIRC-1075,,,COSMETICS,916.67,1100.00,6,5,0,7.5,TRUE
DANA CPM,DANACPM-1076,,,PHARMACY,312.70,550.00,0,5,0,7.5,TRUE
DANACID TABS  X 96 SACHET,DANACIDTABSX-1077,,,PHARMACY,266.67,400.00,647,5,0,7.5,TRUE
DANGOTE SUGAR 1KG PACK,DANGOTESUGAR-1078,,,FOOD ITEMS,894.44,1100.00,0,5,0,7.5,TRUE
DANGOTE SUGAR 250G PACK,DANGOTESUGAR-1079,,,FOOD ITEMS,212.50,300.00,0,5,0,7.5,TRUE
DANGOTE SUGAR 500G X 1 PACK,DANGOTESUGAR-1080,,,FOOD ITEMS,475.00,600.00,4,5,0,7.5,TRUE
DANO 1.2.3 360G PACK,DANO123360GP-1081,,,DRINKS AND BEVERAGES,0.00,4500.00,0,5,0,7.5,TRUE
DANO COOL COW 150G,DANOCOOLCOW1-1082,,,FOOD ITEMS,0.00,1600.00,31,5,0,7.5,TRUE
DANO COOL COW 2KG PACK,DANOCOOLCOW2-1083,,,DRINKS AND BEVERAGES,0.00,9200.00,1,5,0,7.5,TRUE
DANO COOL COW REFILL 320G,DANOCOOLCOWR-1084,,,FOOD ITEMS,2916.67,3500.00,5,5,0,7.5,TRUE
DANO COOL COW REFILL 800G PACK,DANOCOOLCOWR-1085,,,FOOD ITEMS,3041.00,8300.00,3,5,0,7.5,TRUE
DANO FULL CREAM REFILL 350G,DANOFULLCREA-1086,,,FOOD ITEMS,4583.33,5400.00,19,5,0,7.5,TRUE
DANO FULL CREAM REFILL 800G,DANOFULLCREA-1087,,,FOOD ITEMS,10166.67,12000.00,10,5,0,7.5,TRUE
DANO GOLD REFILL 380G SACHET,DANOGOLDREFI-1088,,,FOOD ITEMS,2250.00,2500.00,11,5,0,7.5,TRUE
DAONIL TABS 5MG X 100 SACHET,DAONILTABS5M-1089,,,PHARMACY,1180.00,1600.00,11,5,0,7.5,TRUE
DAPZIN 10MG BLISTER,DAPZIN10MGBL-1090,,,PHARMACY,4225.00,5700.00,0,5,0,7.5,TRUE
DAPZIN 5MG BLISTER,DAPZIN5MGBLI-1091,,,PHARMACY,3216.67,4400.00,12,5,0,7.5,TRUE
DARAVIT FORTE X 30 PACK JAR,DARAVITFORTE-1092,,,PHARMACY,5200.00,7000.00,8,5,0,7.5,TRUE
DARAVIT FORTE X30 SACHET BLISTER FROM X3,DARAVITFORTE-1093,,,PHARMACY,0.00,900.00,5,5,0,7.5,TRUE
DARAVIT FORTE X60 CAPS PACK,DARAVITFORTE-1094,,,PHARMACY,6999.00,9400.00,9,5,0,7.5,TRUE
DARAVIT FORTE XSACHET BLISTER,DARAVITFORTE-1095,,,PHARMACY,1413.00,2000.00,0,5,0,7.5,TRUE
DARAVIT MAN 50+ PACK,DARAVITMAN50-1096,,,PHARMACY,4500.00,6100.00,0,5,0,7.5,TRUE
DARAVIT MAN 70+ PACK,DARAVITMAN70-1097,,,PHARMACY,5500.00,7400.00,10,5,0,7.5,TRUE
DARAVIT PREGMOM PLUS X60 PACK,DARAVITPREGM-1098,,,PHARMACY,6999.00,9700.00,6,5,0,7.5,TRUE
DARAVIT PREGMOM X30 PACK,DARAVITPREGM-1099,,,PHARMACY,5500.00,7200.00,5,5,0,7.5,TRUE
DARAVIT REGULAR  X 30CAPS BLISTER,DARAVITREGUL-1100,,,PHARMACY,1066.67,1500.00,0,5,0,7.5,TRUE
DARAVIT WOMAN 50+ PACK,DARAVITWOMAN-1101,,,PHARMACY,5500.00,7500.00,8,5,0,7.5,TRUE
DARAVIT WOMAN 70+ PACK,DARAVITWOMAN-1102,,,PHARMACY,5500.00,7400.00,6,5,0,7.5,TRUE
DARAVIT WOMAN X 30 PACK,DARAVITWOMAN-1103,,,PHARMACY,6000.00,9000.00,19,5,0,7.5,TRUE
DAY & NIGHT NURSE CAPS X 24 PACK,DAYNIGHTNURS-1104,,,System,5995.00,7800.00,1,5,0,7.5,TRUE
DAY BY DAY VIT C +GLUCOSE PACK,DAYBYDAYVITC-1105,,,PHARMACY,390.00,700.00,154,5,0,7.5,TRUE
DAY BY DAY WELLNESS PACK,DAYBYDAYWELL-1106,,,PHARMACY,2500.00,3500.00,0,5,0,7.5,TRUE
DEAL SPRAY,DEALSPRAY-1107,,,PHARMACY,0.00,3500.00,0,5,0,7.5,TRUE
DE-DEON'S SYR  150ML BOTTLE,DEDEONSSYR15-1108,,,PHARMACY,2195.00,3000.00,32,5,0,7.5,TRUE
DE-DEON'S SYR 280ML BOTTLE,DEDEONSSYR28-1109,,,PHARMACY,3530.00,5000.00,62,5,0,7.5,TRUE
DEEP FREE GEL,DEEPFREEGEL-1110,,,PHARMACY,1430.00,1900.00,0,5,0,7.5,TRUE
DEEP FREEZE COLD SPRAY 150ML SPRAY CAN,DEEPFREEZECO-1111,,,PHARMACY,2650.00,5300.00,0,5,0,7.5,TRUE
DEEP HEAT RUB 15G TUBE,DEEPHEATRUB1-1112,,,PHARMACY,0.00,0.00,2,5,0,7.5,TRUE
DEEP HEAT RUB 35GM TUBE,DEEPHEATRUB3-1113,,,PHARMACY,2835.00,3800.00,12,5,0,7.5,TRUE
DEEP HEAT SPRAY 150ML TIN,DEEPHEATSPRA-1114,,,PHARMACY,6500.00,8800.00,3,5,0,7.5,TRUE
DEEP RELIEF CREAM  30G PACK,DEEPRELIEFCR-1115,,,PHARMACY,532.00,700.00,2,5,0,7.5,TRUE
DELE COTTON WOOL 100G PACK,DELECOTTONWO-1116,,,PHARMACY,920.00,1300.00,4,5,0,7.5,TRUE
DELE COTTON WOOL 12.5G,DELECOTTONWO-1117,,,PHARMACY,130.00,300.00,51,5,0,7.5,TRUE
DELE COTTON WOOL 250G PACK,DELECOTTONWO-1118,,,PHARMACY,2065.00,3000.00,7,5,0,7.5,TRUE
DELE COTTON WOOL 500G PACK,DELECOTTONWO-1119,,,PHARMACY,4100.00,5500.00,7,5,0,7.5,TRUE
DELE COTTON WOOL 50G,DELECOTTONWO-1120,,,PHARMACY,445.00,700.00,16,5,0,7.5,TRUE
DELISSO WAFFERS CHOCOLATE,DELISSOWAFFE-1121,,,CHOCOLATES,416.67,700.00,101,5,0,7.5,TRUE
DELTA MEDICATED SOAP 80 80G PCS,DELTAMEDICAT-1122,,,COSMETICS,166.67,200.00,0,5,0,7.5,TRUE
DENTA PLUS 2 IN 1 TOOTHBRUSH,DENTAPLUS2IN-1123,,,HOUSEHOLD ITEMS,583.33,700.00,1,5,0,7.5,TRUE
DENTA PLUS SINGLE TOOTHBRUSH SINGLEPAC,DENTAPLUSSIN-1124,,,HOUSEHOLD ITEMS,500.00,700.00,15,5,0,7.5,TRUE
DENTAL FLOSS *30/*40 PCS FLAT&CUP PACK,DENTALFLOSS3-1125,,,HOUSEHOLD ITEMS,312.50,500.00,15,5,0,7.5,TRUE
DENTAL FLOSS COLDENT 100PCS PACK,DENTALFLOSSC-1126,,,HOUSEHOLD ITEMS,1333.33,1800.00,0,5,0,7.5,TRUE
DENTAL FLOSS COLDENT X50PCS PACK,DENTALFLOSSC-1127,,,HOUSEHOLD ITEMS,791.67,1100.00,7,5,0,7.5,TRUE
DENTAL FLOSS FAMILY PACK 50PCS,DENTALFLOSSF-1128,,,PHARMACY,1325.00,0.00,0,5,0,7.5,TRUE
DENTAL FLOSS X100 PCS FLAT PACK,DENTALFLOSSX-1129,,,HOUSEHOLD ITEMS,1000.00,1400.00,16,5,0,7.5,TRUE
DEQUADIN LOZENGES,DEQUADINLOZE-1130,,,PHARMACY,200.00,400.00,20,5,0,7.5,TRUE
DERMABACT CREAM 30G TUBE,DERMABACTCRE-1131,,,PHARMACY,0.00,400.00,0,5,0,7.5,TRUE
DERMACOL CREAM,DERMACOLCREA-1132,,,PHARMACY,583.33,1000.00,14,5,0,7.5,TRUE
DERMALIS CLEANSER BOTTLE,DERMALISCLEA-1133,,,PHARMACY,916.67,1100.00,6,5,0,7.5,TRUE
DERMAZIN CREAM  50G TUBE,DERMAZINCREA-1134,,,PHARMACY,5100.00,6000.00,2,5,0,7.5,TRUE
DERMAZIN CREAM 25G TUBE,DERMAZINCREA-1135,,,PHARMACY,2800.00,3800.00,1,5,0,7.5,TRUE
DERMOVATE CREAM  30G TUBE,DERMOVATECRE-1136,,,System,3100.00,4000.00,1,5,0,7.5,TRUE
DERMOVTE CREAM 25G,DERMOVTECREA-1137,,,PHARMACY,970.00,1500.00,1,5,0,7.5,TRUE
DETTOL COOL SOAP 110G,DETTOLCOOLSO-1138,,,COSMETICS,466.67,600.00,0,5,0,7.5,TRUE
DETTOL COOL SOAP 70G,DETTOLCOOLSO-1139,,,HOUSEHOLD ITEMS,229.17,300.00,0,5,0,7.5,TRUE
DETTOL JELLY  80G JAR,DETTOLJELLY8-1140,,,HOUSEHOLD ITEMS,0.00,700.00,0,5,0,7.5,TRUE
DETTOL LIQUID 165ML JAR,DETTOLLIQUID-1141,,,HOUSEHOLD ITEMS,2833.33,3400.00,0,5,0,7.5,TRUE
DETTOL LIQUID 1LT JAR,DETTOLLIQUID-1142,,,HOUSEHOLD ITEMS,10250.00,12000.00,0,5,0,7.5,TRUE
DETTOL LIQUID 250ML PCS,DETTOLLIQUID-1143,,,HOUSEHOLD ITEMS,4333.33,5200.00,4,5,0,7.5,TRUE
DETTOL LIQUID 500ML JAR,DETTOLLIQUID-1144,,,HOUSEHOLD ITEMS,7541.67,9000.00,20,5,0,7.5,TRUE
DETTOL LIQUID 750ML JAR,DETTOLLIQUID-1145,,,HOUSEHOLD ITEMS,10333.33,12000.00,10,5,0,7.5,TRUE
DETTOL LIQUID 75ML JAR,DETTOLLIQUID-1146,,,HOUSEHOLD ITEMS,1312.50,1600.00,58,5,0,7.5,TRUE
DETTOL SOAP ORIGINAL 110G GREEN,DETTOLSOAPOR-1147,,,HOUSEHOLD ITEMS,1020.83,1300.00,0,5,0,7.5,TRUE
DETTOL SOAP ORIGINAL 75G,DETTOLSOAPOR-1148,,,COSMETICS,525.00,700.00,0,5,0,7.5,TRUE
DEXACURE 1MG DEXAMETHASONE BLISTER,DEXACURE1MGD-1149,,,PHARMACY,55.00,100.00,45,5,0,7.5,TRUE
DEXAMETHASONE(MULTICOY) 1ML INJ AMPOULES,DEXAMETHASON-1150,,,PHARMACY,49.00,80.00,84,5,0,7.5,TRUE
DEXAMETHASONE/NEOMYCIN EYEDROP FIDSON,DEXAMETHASON-1151,,,PHARMACY,670.00,900.00,0,5,0,7.5,TRUE
DEXILANT 2MG BLISTER TIZANIDINE,DEXILANT2MGB-1152,,,PHARMACY,1466.67,2100.00,3,5,0,7.5,TRUE
DEXORANGE SYR  200ML BOTTLE,DEXORANGESYR-1153,,,PHARMACY,2950.00,4000.00,12,5,0,7.5,TRUE
DEXTROSE SALINE FIDSON BOTTLE,DEXTROSESALI-1154,,,PHARMACY,525.00,800.00,0,5,0,7.5,TRUE
DEXTROSE WATER 5% FIDSON BOTTLE,DEXTROSEWATE-1155,,,System,565.00,800.00,0,5,0,7.5,TRUE
DEX-UP 0.5MG TAB BLISTER DEXAMETHASONE,DEXUP05MGTAB-1156,,,PHARMACY,35.00,100.00,46,5,0,7.5,TRUE
