FADOB PHARMACY & STORES
List of Items
Name,Alias,Group Name,Op. Amount,Op. Stock(Main),Sale Price,Purc. Price
CIPROTAB X14 PACK,,PHARMACY,"255,498.02",59,"6,200.00","4,200.00"
CIPROXAMED (CIPROFLOXACIN)  INFUSION,,PHARMACY,"3,400.00",8,600.00,425.00
CITALOPRAM 10MG NOUMED PACK,,PHARMACY,0.00,-3,"2,600.00",0.00
CITRAMIN DROPS 15ML X60,,PHARMACY,-900.00,-1,900.00,610.00
CITRAMIN SYRUP X 50 BOTTLE,,PHARMACY,"35,428.82",53,"1,000.00",670.00
CIVODEX EYE DROP,,PHARMACY,"12,150.00",8,"3,000.00","2,195.00"
CLABETIC TABS 5/500MG X 30 BLISTER,,PHARMACY,0.00,0,350.00,231.67
CLAMIDE 5MG,,PHARMACY,"2,778.00",12,350.00,231.50
CLAMOXIM 625MG TAB,,PHARMACY,"-3,700.00",-1,"3,700.00","2,700.00"
CLARITEK 250MG CLARITHROMYCIN,,PHARMACY,"7,954.00",2,"5,200.00","3,977.00"
CLARITHROMYCIN (SIVO) TABS 500M PACK,,PHARMACY,0.00,0,"3,900.00","3,000.00"
CLARITHROMYCIN 500MG HANBET PACK,,PHARMACY,"-2,800.00",-1,"3,700.00","2,800.00"
CLARTEM 20/120 X24,,PHARMACY,"-8,431.88",-9,"1,000.00",730.00
CLARTEM QS X6,,PHARMACY,"5,424.81",6,"1,500.00",920.00
CLARTEM SUSP BOTTLE,,PHARMACY,"-3,150.00",-2,"1,800.00","1,350.00"
CLAVULIN X 14 TABS 1G PACK,,PHARMACY,0.00,-1,"1,700.00",0.00
CLAVULIN X 14 TABS 625MG PACK,,PHARMACY,0.00,0,"2,000.00",0.00
CLAVULIST 228.5MG SUSP,,PHARMACY,"-2,800.00",-1,"2,800.00",0.00
CLEANSING CHARCOAL TOOTHPASTE 1 PACK,,HOUSEHOLD ITEMS,0.00,0,"1,000.00",791.67
CLEAR DIFFERENCE SOAP,,HOUSEHOLD ITEMS,"1,166.67",2,700.00,583.33
CLEAR VISION (MEDPATH) JAR,,PHARMACY,0.00,0,"5,500.00","3,600.00"
CLEAR VISION CAP MEDPATH BLISTE BLISTER,,PHARMACY,0.00,0,"1,600.00",750.00
CLEARCUFF CHILD   100ML BOTTLE,,PHARMACY,0.00,0,300.00,190.00
CLEEPAIN NIGHT X20 PACK,,PHARMACY,"4,093.36",13,600.00,300.00
CLEXANE INJ 4000IU AMPOULES,,PHARMACY,0.00,0,"5,250.00",0.00
CLINCAP CREAM 30G,,PHARMACY,"6,135.84",8,"1,200.00",820.00
CLINCAP GEL 15G,,PHARMACY,"11,758.82",17,"1,200.00",820.00
CLINDACIN 300MG CAPS SACHET,,PHARMACY,"-7,231.00",-4,"2,200.00","1,677.00"
CLINDAMYCIN (TGP) 300MG,,PHARMACY,"27,163.11",26,"1,500.00","1,100.00"
CLINDAMYCIN 300MG PINNACLE BLISTER,,PHARMACY,"6,930.00",6,"1,600.00","1,155.00"
CLINDAMYCIN 300MG X10 (CHEMIMYCIN),,PHARMACY,"1,100.00",1,"1,500.00","1,100.00"
CLOFENAC SR TABS 100MG X 100 BLISTER,,PHARMACY,"196,425.63",265,"1,100.00",810.00
CLOFENAC TABS 50MG X 100 BLISTER,,PHARMACY,"51,568.95",144,600.00,385.50
CLOMID 50MG PACK,,PHARMACY,"71,750.05",7,"14,600.00","10,750.00"
CLOPIDOGREL (CLODOREL) TAB 75MG,,PHARMACY,"34,524.35",59,800.00,583.33
CLOPIDOGREL (POCCO) 75MG X 28 SACHET,,PHARMACY,"29,120.70",73,600.00,398.75
CLOPIDOGREL (TORRENT PHARMA) 75 SACHET,,PHARMACY,0.00,0,700.00,0.00
CLOPIDOGREL 75MG (CLOPILAD) BLISTER,,PHARMACY,"15,743.46",32,800.00,416.67
CLOPIDROGREL(TEVA) TABS 75MG X BLISTER,,PHARMACY,0.00,0,400.00,0.00
CLORET BIG PACK,,CHOCOLATES,"1,350.00",9,200.00,150.00
CLORET PCS,,CHOCOLATES,0.00,0,20.00,17.95
CLORETO DE POTASSIO (SLOW K SAN SACHET,,PHARMACY,"3,050.00",4,"1,200.00",762.50
CLOSE UP DEEP ACTION BRUSH X 1 PCS,,HOUSEHOLD ITEMS,0.00,0,0.00,350.00
CLOSE UP FAMILY SIZE BLUE PACK,,HOUSEHOLD ITEMS,0.00,0,0.00,300.00
CLOSE UP HERBAL 125ML GREEN TUBE,,HOUSEHOLD ITEMS,"-1,200.00",-1,0.00,400.00
CLOSE UP TOOTH BRUSH PCS,,HOUSEHOLD ITEMS,0.00,0,0.00,250.00
CLOSE UP TOOTHPASTE 130G TUBE,,HOUSEHOLD ITEMS,"19,266.94",19,"1,300.00","1,050.00"
CLOSE UP TOOTHPASTE 35G,,HOUSEHOLD ITEMS,"36,600.00",61,750.00,600.00
CLOSE UP TOOTHPASTE 90G TUBE,,HOUSEHOLD ITEMS,"1,650.00",3,0.00,550.00
CLOTRIDERM,,PHARMACY,"2,853.66",4,"1,000.00",715.00
CLOTRIDERM THRUSH CREAM 20G,,PHARMACY,"-19,880.00",-21,"1,500.00",835.00
CLOTRIMAX CREAM,,PHARMACY,"8,070.00",18,800.00,450.00
CLOTRIMAZOLE VAG TAB TGP PACK,,PHARMACY,"-2,000.00",-2,"1,000.00",500.00
CLOTRIMAZOLE VAG TAB ZOLON,,PHARMACY,"14,583.34",10,"2,000.00","1,490.00"
CLOTRIVAG 200MG TAB PACK,,PHARMACY,"8,412.08",5,"2,500.00","1,780.00"
CLOVIGAL VAG TAB,,PHARMACY,"7,829.37",8,"1,500.00",945.00
CO Q10 100MCG X60 (GREEN VALLEY),,PHARMACY,0.00,0,"15,500.00","11,300.00"
CO Q10 100MG X30 PURITANSPRIDE JAR,,PHARMACY,0.00,0,"10,700.00","7,600.00"
CO Q10 100MG X60 JAR N/F,,PHARMACY,"-69,800.00",-3,"28,000.00","18,800.00"
CO Q10 100MG X60 MEDPATH,,PHARMACY,0.00,0,"13,000.00","9,600.00"
CO Q10 200MG X30 JAR N/F,,PHARMACY,"25,985.33",2,"25,500.00","18,830.00"
CO-AMOXICLAV 228MG 70ML BOTTLE,,PHARMACY,"-2,800.00",-2,"1,818.18","1,400.00"
COARTEM 20/120  X18 PACK,,PHARMACY,"2,443.30",1,"3,600.00","2,443.30"
COARTEM 20/120 X12 PACK,,PHARMACY,"-13,500.00",-3,"4,500.00","3,300.00"
COARTEM 20/120 X24 PACK,,PHARMACY,"-23,245.20",-14,"3,700.00","4,845.20"
COARTEM 20/120 X6 PACK,,PHARMACY,"-11,600.00",-4,"2,900.00","2,090.00"
COARTEM 80/480 TABS PACK,,PHARMACY,"19,170.50",3,"8,700.00","6,300.00"
COATAL FORTE  SOFTGEL,,PHARMACY,"144,626.57",91,"2,500.00","1,600.00"
COATAL FORTE PLAIN,,PHARMACY,"36,137.07",45,"1,500.00",795.00
CO-CODAMOL 30/500MG BLISTER,,PHARMACY,"56,965.75",36,"4,500.00","1,600.00"
CO-CODAMOL 8/500MG BLISTER,,PHARMACY,"260,400.00",93,"4,000.00","2,800.00"
COCONUT BLISS,,HOUSEHOLD ITEMS,"2,400.00",20,0.00,120.00
COD LIVER OIL 1000IU KESSINGTON BLISTER,,PHARMACY,"25,173.70",47,800.00,532.50
COD LIVER OIL 1000MG BLISTER SOFTHEALTH,,System,"14,667.30",29,700.00,495.00
COD LIVER OIL 1000MG DOUBLEWHALE BLISTER,,PHARMACY,"3,150.00",6,700.00,535.00
COD LIVER OIL 1000MG KRISHAT BLISTER,,PHARMACY,0.00,0,700.00,475.00
COD LIVER OIL 1000MG ORJISEA BLISTER,,PHARMACY,"4,500.00",9,700.00,500.00
COD LIVER OIL 100OMG REDCOD BLISTER,,PHARMACY,0.00,0,700.00,500.00
COD LIVER OIL NATURA HOUSE BLISTER,,PHARMACY,0.00,0,"1,000.00",600.00
COD LIVER OIL SYR  [ICELAND] 12 BOTTLE,,PHARMACY,"23,200.00",8,"3,800.00","2,900.00"
COD-ATORVASTATIN 20MG TABS BLISTER,,System,"-4,400.00",-11,400.00,0.00
CODIOLAD 160MG VALSARTAN BLISTER,,PHARMACY,"2,000.00",1,"2,700.00","2,000.00"
CO-DIOVAN 160/25 SACHET,,PHARMACY,"-13,500.00",-1,"13,500.00","10,000.00"
CO-DIOVAN TABS 160/12.5MG X 28 BLISTER,,PHARMACY,"-16,600.00",-1,"16,600.00","12,750.00"
CO-DIOVAN TABS 80/12.5 X 28 SACHET,,PHARMACY,"-121,212.50",-10,"15,800.00","11,712.50"
CODISIN PLUS TAB,,PHARMACY,"-40,200.00",-30,"1,300.00","1,000.00"
CODOLIN COUGH SYR,,PHARMACY,500.00,1,700.00,500.00
COF N COLD SYR 100ML BOTTLE,,System,"5,413.64",12,800.00,450.00
COFEX CHESTY COUGH SYRUP,,PHARMACY,850.00,1,"1,500.00",850.00
COFEX COUGH LOZENGES X 10 BLISTER,,PHARMACY,"9,108.87",43,350.00,225.50
COFEX COUGH SYRUP,,PHARMACY,"15,377.05",26,"1,000.00",590.00
COFLAX ADULT   100ML BOTTLE,,PHARMACY,"20,157.78",27,"1,200.00",780.00
COFLAX CHILD SYR 100ML BOTTLE,,PHARMACY,"5,890.00",8,"1,200.00",740.00
COFLIN EXPECTORANT SYR 100ML X BOTTLE,,PHARMACY,"20,978.09",38,"1,000.00",550.00
COFLIN LINTUS SYR  100ML BOTTLE,,PHARMACY,"14,028.98",12,"2,300.00","1,600.00"
COFLIN PLUS LOZENGES PACK,,PHARMACY,"-12,900.00",-11,"1,400.00",950.00
COFMIX EXPECTORANT BOTTLE,,PHARMACY,"21,327.84",39,"1,000.00",550.00
COFMIX JUNIOR   100ML BOTTLE,,PHARMACY,"13,133.58",23,"1,000.00",550.00
COFTA LOZENGES  X 100 FOIL STRIP,,System,"46,037.32",204,400.00,270.00
COFTA SYR 100ML BOTTLE,,PHARMACY,"38,530.85",43,"1,200.00",885.00
COGNITOL TABS 5MG BLISTER,,PHARMACY,"10,690.14",8,"1,200.00",833.33
COGNIUM HERBAL SYR 200ML,,PHARMACY,"6,420.00",1,"8,700.00","6,420.00"
COKE 1LITRE PET BOTTLE,,DRINKS AND BEVERAGES,0.00,16,700.00,0.00
COKE 50CL BOTTLE,,DRINKS AND BEVERAGES,"16,077.14",45,500.00,375.00
COKE CAN X 1 CAN,,DRINKS AND BEVERAGES,"19,166.62",46,600.00,416.67
COKE ZERO X 1 JAR,,System,0.00,0,120.00,0.00
COLDENT TONGUE CLEANER PACK,,HOUSEHOLD ITEMS,"2,500.00",5,800.00,500.00
COLDENT TOOTHBRUSH PCS,,System,0.00,0,200.00,166.67
COLGATE ADVANCE WHITE PASTE TUBE,,HOUSEHOLD ITEMS,"35,699.98",17,"2,600.00","2,083.33"
COLGATE BABY TOOTHBRUSH 0-2YEARS,,HOUSEHOLD ITEMS,"8,500.00",12,900.00,708.33
COLGATE CAVITY BRUSH,,HOUSEHOLD ITEMS,"-1,200.00",-3,400.00,0.00
COLGATE CHARCOAL TOOTHBRUSH,,HOUSEHOLD ITEMS,"8,249.99",9,900.00,750.00
COLGATE CHARCOAL TOOTHPASTE,,PHARMACY,"24,055.00",17,"1,800.00","1,416.67"
COLGATE CLASSIC DEEP CLEAN TOOTHBRUSH,,HOUSEHOLD ITEMS,"4,500.00",9,700.00,500.00
COLGATE DOUBLE ACTION TOOTHBRUS PCS,,HOUSEHOLD ITEMS,416.66,1,700.00,416.67
COLGATE HERBAL TOOTHPASTE,,HOUSEHOLD ITEMS,"39,583.36",28,"1,700.00","1,416.67"
COLGATE MAX WHITE 100ML TUBE,,HOUSEHOLD ITEMS,"8,666.66",4,"2,600.00","2,166.67"
COLGATE MAXFRESH 100ML GREEN TUBE,,HOUSEHOLD ITEMS,"13,166.65",10,"1,600.00","1,333.33"
COLGATE MAXFRESH PASTE BLUE TUBE,,HOUSEHOLD ITEMS,"-1,250.00",-1,"1,500.00","1,250.00"
COLGATE MAXFRESH RED,,COSMETICS,"9,083.32",7,"1,600.00","1,333.33"
COLGATE MAXIMUM CAVITY PROTECTI TUBE,,HOUSEHOLD ITEMS,0.00,0,"1,200.00",900.00
COLGATE OPTIC WHITE TOOTHPASTE TUBE,,HOUSEHOLD ITEMS,0.00,0,"1,300.00",993.68
COLGATE PLAX MOUTHWASH 250ML JAR,,HOUSEHOLD ITEMS,"6,333.33",2,"3,800.00","3,166.67"
COLGATE PLAX MOUTHWASH 500ML X JAR,,HOUSEHOLD ITEMS,0.00,0,"1,300.00",916.67
COLGATE TOOTH BRUSH(EXTRA CLEAN PCS,,HOUSEHOLD ITEMS,0.00,0,0.00,0.00
COLGATE TOOTHPASTE 0-2YRS 66.5G,,HOUSEHOLD ITEMS,"7,357.15",6,"1,500.00","1,250.00"
COLGATE TOOTHPASTE 2-5 YEARS 50ML,,HOUSEHOLD ITEMS,"30,000.00",24,"1,500.00","1,250.00"
COLGATE TRIPPLE ACTION PASTE TUBE,,HOUSEHOLD ITEMS,"8,855.19",6,"1,800.00","1,500.00"
COLGATE ZIGZAG TOOTHBRUSH,,HOUSEHOLD ITEMS,0.00,0,"1,100.00",916.67
COLIBEL DROPS 30ML BOTTLE,,PHARMACY,"25,299.54",14,"2,800.00","1,800.00"
COLIPAN SYR 60ML X 1 BOTTLE,,PHARMACY,0.00,0,"1,000.00",640.00
COLLAGEN + GLUTATHIONE X 100 HEALTHP,,PHARMACY,"-10,700.00",-1,"10,700.00","7,000.00"
COLLAGEN C (ALFA) X60,,PHARMACY,"5,000.00",1,"6,500.00","5,000.00"
COLLAGEN C++ CAPSULES X 60,,PHARMACY,0.00,0,"12,000.00","8,800.00"
COLLAGEN GLUTATHION (ROXTECH),,PHARMACY,0.00,0,"14,000.00",0.00
COLLAGEN GUMMIES DAYNEE,,PHARMACY,0.00,0,"10,500.00","7,000.00"
COLLAGEN PLUS+ESSEN NUTRIENTS JAR,,PHARMACY,0.00,0,"14,300.00","9,500.00"
COLLAGEN+C GLUTATHION GOLD X30WHITE PACK,,PHARMACY,0.00,0,"10,000.00",0.00
COLLAGEN+C WITH GLUTATHION HEALTHYLIFE,,PHARMACY,"-15,000.00",-1,"15,000.00","10,000.00"
COLLAGEN+GLUTATHIONE X100 JAR,,PHARMACY,"6,000.00",1,"9,000.00","6,000.00"
COLOUR ME BODY SPRAY(MIX) 150ML TIN,,PHARMACY,"4,633.77",4,"5,400.00","1,158.44"
COMBICLEAR CREAM,,PHARMACY,-900.00,-3,400.00,300.00
COMBIPRES EYEDROP,,PHARMACY,0.00,0,"11,500.00","8,560.00"
COMBISUNATE DS 80/480,,PHARMACY,"2,235.00",3,"1,200.00",745.00
CO-MEPIRYL FORTE 1000MG/2MG   X BLISTER,,PHARMACY,"-6,900.00",-3,"2,300.00","1,600.00"
CO-MEPIRYL TABS 500/2MG X 10 X BLISTER,,PHARMACY,"17,657.49",16,"1,500.00","1,131.67"
CO-MICARDIS TABS 80/12.5MG X 28 SACHET,,PHARMACY,0.00,0,"2,200.00",0.00
COMPLAN MILK POWDER  450G PACK,,FOOD ITEMS,"92,083.36",13,"8,500.00","7,083.33"
CONCOR 2.5MG BLISTER,,PHARMACY,"5,599.00",3,"2,600.00","1,866.33"
CONCOR 5MG BLISTER,,PHARMACY,"16,997.33",6,"3,400.00","2,498.33"
CONFO INHALER,,PHARMACY,"1,200.00",4,500.00,300.00
CONSTISTOP LACTULOSE 300ML BOTTLE,,PHARMACY,"22,850.00",3,"12,300.00","9,100.00"
CONTAFAM TAB BLISTER,,PHARMACY,600.00,5,300.00,120.00
CONTIFLO OD TABS 0.4MG PACK,,PHARMACY,"-5,000.00",-1,"5,000.00","3,710.00"
CONTIFLO XL CAPS X30 PACK SUN PHARMA,,PHARMACY,"71,086.29",17,"6,100.00","4,300.00"
COOL BREEZE ROLL ON,,COSMETICS,"-2,000.00",-1,"2,000.00",0.00
COOL MINT LISTERINE 250ML BOTTLE,,HOUSEHOLD ITEMS,0.00,0,800.00,0.00
COPT EYEDROP,,PHARMACY,"13,667.50",2,"9,200.00","6,815.00"
CORSODYL DAILY MOUTHWASH,,PHARMACY,"-4,900.00",-1,"6,500.00","4,900.00"
CORTEL 40MG BLISTER,,PHARMACY,"33,992.13",59,"1,000.00",600.00
CORTEL 80MG BLISTER,,PHARMACY,"19,883.28",27,"1,500.00",733.33
COSAMID PLUS CAP,,PHARMACY,0.00,2,"1,500.00",0.00
COSOPT EYE DROPS 2% 5ML BOTTLE,,System,0.00,0,"15,000.00",0.00
COTOZAL -TZ TABS PACK,,PHARMACY,"41,925.00",13,"4,400.00","3,225.00"
COTTNY SINGLET,,HOUSEHOLD ITEMS,0.00,0,"3,300.00","2,700.00"
COTTON BUD B/S COLDENT,,HOUSEHOLD ITEMS,0.00,0,0.00,458.33
COTTON BUD BABY CHERIE X100 JAR,,HOUSEHOLD ITEMS,"12,482.86",34,500.00,375.00
COTTON BUD BABY CHERIE X200 JAR,,HOUSEHOLD ITEMS,"8,666.66",13,800.00,666.67
COTTON BUD CHENG FENG X100,,HOUSEHOLD ITEMS,0.00,0,0.00,200.00
COTTON BUD CHENG FENG X200,,HOUSEHOLD ITEMS,"1,833.33",5,0.00,366.67
COTTON BUD DRY LOVE X200,,HOUSEHOLD ITEMS,666.66,1,800.00,666.67
COTTON BUD S/S COLDENT,,HOUSEHOLD ITEMS,0.00,0,0.00,233.33
COTTON BUD SACHET STICK PEARL,,HOUSEHOLD ITEMS,923.10,12,100.00,76.92
COTTON BUD X100 ANGEL,,HOUSEHOLD ITEMS,"5,500.00",11,600.00,500.00
COTTON BUD X100 HERO JIKA,,HOUSEHOLD ITEMS,583.33,2,400.00,291.67
COTTON BUD X200 ANGEL PACK,,HOUSEHOLD ITEMS,"15,750.00",21,900.00,750.00
COTTON BUD X200 STICK CUP PERSONAL,,PHARMACY,"6,750.00",9,900.00,750.00
COTTON BUD X200 STICK FLAT KHT / M/F,,PHARMACY,"14,000.00",21,800.00,666.67
COTTON WOOL 100G PCS,,PHARMACY,"6,875.84",63,250.00,185.00
COTTON WOOL 250G PCS,,PHARMACY,"-23,600.00",-59,400.00,285.00
COTTON WOOL 50G PCS,,PHARMACY,"11,589.37",118,100.00,50.00
COTTON WOOL BALLS PLAIN PACK,,PHARMACY,0.00,-10,450.00,0.00
COUNTBOOST FOR MEN PACK,,PHARMACY,0.00,1,"49,300.00",0.00
COVERAM PLUS 10/2.5/10MG,,PHARMACY,"-30,000.00",-1,"30,000.00","21,990.00"
COVERAM TABS 10/10MG X 30 PACK,,PHARMACY,"52,940.59",4,"34,500.00","13,235.15"
COVERAM TABS 5MG/10MG X 30 PACK,,PHARMACY,"50,600.00",3,"34,500.00","16,866.67"
COVONIA BRONCHIAL BALSAM SYR 15 BOTTLE,,PHARMACY,"2,995.00",1,"3,600.00","2,995.00"
COVONIA CHESTY COUGH MIX SYR 15 BOTTLE,,PHARMACY,"2,550.00",1,"4,000.00","2,550.00"
COVONIA DRY COUGH 150ML BOTTLE,,PHARMACY,0.00,0,"4,000.00",0.00
COVONIA HERBAL MUCUS COUGH SYR BOTTLE,,PHARMACY,0.00,0,"2,700.00",0.00
COVONIA NIGHT TIME 150ML BOTTLE,,PHARMACY,0.00,0,"3,800.00",0.00
COWBELL REFILL 320G,,FOOD ITEMS,"72,630.30",32,"3,500.00","2,916.67"
CRANBERRY 500MG PURITANS PRIDE JAR,,PHARMACY,0.00,0,"19,300.00","13,800.00"
CRANBERRY 600MG X60 N/F,,PHARMACY,0.00,0,"16,500.00","12,210.00"
CREPE BANDAGE 1INCH,,PHARMACY,-100.00,-1,100.00,0.00
CREPE BANDAGE 3INCHES,,PHARMACY,"12,358.70",47,400.00,250.00
CREPE BANDAGE 4INCHES,,PHARMACY,"-4,590.00",-8,600.00,291.67
CREPE BANDAGE 6INCHES,,PHARMACY,"13,098.29",27,700.00,441.67
CRESTOR TABS 10MG X 28 BLISTER,,PHARMACY,"31,940.00",3,"13,500.00","9,982.50"
CRESTOR TABS 20MG X 28 BLISTER,,PHARMACY,"13,975.00",1,"18,200.00","13,975.00"
CROMSOL EYE DROP 5ML,,PHARMACY,"4,590.00",2,"3,100.00","2,295.00"
CRUSADER  SOAP ENGLAND 80G SOAP TABLET,,COSMETICS,0.00,0,"1,200.00",833.30
CRYSTALLINE PENICILLIN INJ 0.6M VIALS,,COSMETICS,"4,155.41",28,250.00,140.00
CUREFENAC 100MG PACK,,PHARMACY,"17,337.20",85,400.00,260.00
CUREFENAC 50MG PACK,,PHARMACY,"9,846.16",50,300.00,200.00
CURL SOLUTION KIT 100ML PACK,,PHARMACY,0.00,0,"2,930.00",0.00
CUSSON BABY SOAP 75G SOAP TABLET,,COSMETICS,"-32,550.00",-84,450.00,375.00
CUSSON POWDER X 1 CAN,,COSMETICS,0.00,-1,600.00,0.00
CUSSONS BABY LOTION 200ML JAR,,COSMETICS,0.00,0,900.00,583.33
CUSSONS BABY OIL 200ML JAR,,COSMETICS,"12,633.40",8,"2,000.00","1,666.67"
CUSSONS BABY WIPES,,HOUSEHOLD ITEMS,"-4,160.00",-10,600.00,416.00
CYCLOGEST PESSARY 400MG X 15 BLISTER,,PHARMACY,"52,500.00",5,"14,200.00","10,500.00"
CYPLOX  500MG TAB PACK,,PHARMACY,"9,476.85",12,"1,200.00",789.74
CYPRIGOLD CAPS BLISTER,,PHARMACY,"2,334.72",5,500.00,316.67
CYPRIGOLD SYR  100ML BOTTLE,,PHARMACY,"5,311.10",9,900.00,600.00
CYPRIGOLD SYR  200ML BOTTLE,,PHARMACY,"12,927.52",13,"1,400.00","1,001.00"
CYPRIVIT SYR  100ml BOTTLE,,PHARMACY,"4,411.24",8,900.00,555.00
CYPRIVIT SYR  200ml BOTTLE,,PHARMACY,"18,755.20",16,"1,600.00","1,100.00"
CYPRODINE SYR  200ML BOTTLE,,PHARMACY,"-5,461.90",-2,"3,500.00","2,730.95"
CYPRODINE X 30 CAPS BOTTLE,,PHARMACY,0.00,0,"3,300.00","2,532.00"
CYPRON CAPS 4MG X 30 SACHET,,PHARMACY,"8,294.84",13,900.00,633.33
CYTOTEC TABS 200MG X PCS BLISTER,,PHARMACY,"31,017.37",118,400.00,276.23
DABIC 15MG PACK,,PHARMACY,"-1,800.00",-1,"1,800.00","1,200.00"
DABIC 7.5MG PACK,,PHARMACY,"10,816.27",10,"1,800.00","1,100.00"
DABUR HERBAL PASTE 140G X 1 PACK,,HOUSEHOLD ITEMS,"1,457.15",2,"1,000.00",708.33
DABUR MEDICATED TOOTHPASTE X 1 TUBE,,HOUSEHOLD ITEMS,"9,620.00",26,0.00,370.00
DAFLON 1000MG X30 BLISTER,,PHARMACY,"-5,800.00",-1,"5,800.00","4,316.67"
DAFLON 500MG X15 PACK,,PHARMACY,"5,050.00",1,"6,900.00","5,050.00"
DAFLON TABS 500MG X30 BLISTER,,PHARMACY,"-25,800.00",-3,"7,800.00","5,750.00"
DAICITEM 80MG/480MG,,PHARMACY,"3,000.00",5,800.00,600.00
DAILY PROBIOTIC 500MG X60 CAPS N/F,,PHARMACY,"60,685.33",4,"21,000.00","15,505.00"
DAKTACORT CREAM  15G TUBE,,PHARMACY,"-14,400.00",-2,"7,200.00","5,330.00"
DAKTARIN CREAM  15G TUBE,,PHARMACY,0.00,0,"4,500.00","3,300.00"
DAKTARIN POWDER 2% 20GM PACK,,System,0.00,0,"2,100.00",0.00
DALACIN C 150MG X100 CAPS SACHET,,PHARMACY,"63,184.34",24,"3,500.00","2,632.68"
DALACIN C CAPS 300MG X 16 PACK,,PHARMACY,"282,400.00",40,"8,800.00","7,060.00"
DAMATOL DUSTING POWDER 125G X 1 BOTTLE,,COSMETICS,"21,994.53",19,"1,800.00","1,500.00"
DAMATOL DUSTING POWDER 200GM X CAN,,COSMETICS,"-9,000.00",-3,"3,600.00","3,000.00"
DAMATOL HAIR  CREAM 110G JAR,,COSMETICS,"22,928.43",13,"2,200.00","1,750.00"
DAMATOL HAIR  CREAM 55G JAR,,COSMETICS,"5,499.99",6,"1,100.00",916.67
DANA CPM,,PHARMACY,0.00,0,550.00,312.70
DANACID TABS  X 96 SACHET,,PHARMACY,"104,204.53",647,400.00,266.67
DANGOTE SUGAR 1KG PACK,,FOOD ITEMS,0.00,0,"1,100.00",894.44
DANGOTE SUGAR 250G PACK,,FOOD ITEMS,0.00,0,300.00,212.50
DANGOTE SUGAR 500G X 1 PACK,,FOOD ITEMS,"1,900.00",4,600.00,475.00
DANO 1.2.3 360G PACK,,DRINKS AND BEVERAGES,0.00,-1,"4,500.00",0.00
DANO COOL COW 150G,,FOOD ITEMS,0.00,31,"1,600.00",0.00
DANO COOL COW 2KG PACK,,DRINKS AND BEVERAGES,0.00,1,"9,200.00",0.00
DANO COOL COW REFILL 320G,,FOOD ITEMS,"14,583.32",5,"3,500.00","2,916.67"
DANO COOL COW REFILL 800G PACK,,FOOD ITEMS,"9,123.00",3,"8,300.00","3,041.00"
DANO FULL CREAM REFILL 350G,,FOOD ITEMS,"78,261.90",19,"5,400.00","4,583.33"
DANO FULL CREAM REFILL 800G,,FOOD ITEMS,"93,333.33",10,"12,000.00","10,166.67"
DANO GOLD REFILL 380G SACHET,,FOOD ITEMS,"24,750.00",11,"2,500.00","2,250.00"
DAONIL TABS 5MG X 100 SACHET,,PHARMACY,"12,925.00",11,"1,600.00","1,180.00"
DAPZIN 10MG BLISTER,,PHARMACY,"-34,200.00",-6,"5,700.00","4,225.00"
DAPZIN 5MG BLISTER,,PHARMACY,"38,137.50",12,"4,400.00","3,216.67"
DARAVIT FORTE X 30 PACK JAR,,PHARMACY,"35,772.09",8,"7,000.00","5,200.00"
DARAVIT FORTE X30 SACHET BLISTER FROM X3,,PHARMACY,0.00,5,900.00,0.00
DARAVIT FORTE X60 CAPS PACK,,PHARMACY,"58,995.00",9,"9,400.00","6,999.00"
DARAVIT FORTE XSACHET BLISTER,,PHARMACY,"-94,500.00",-49,"2,000.00","1,413.00"
DARAVIT MAN 50+ PACK,,PHARMACY,0.00,0,"6,100.00","4,500.00"
DARAVIT MAN 70+ PACK,,PHARMACY,"44,000.00",10,"7,400.00","5,500.00"
DARAVIT PREGMOM PLUS X60 PACK,,PHARMACY,"42,021.80",6,"9,700.00","6,999.00"
DARAVIT PREGMOM X30 PACK,,PHARMACY,"22,848.75",5,"7,200.00","5,500.00"
DARAVIT REGULAR  X 30CAPS BLISTER,,PHARMACY,"-8,400.00",-6,"1,500.00","1,066.67"
DARAVIT WOMAN 50+ PACK,,PHARMACY,"38,794.87",8,"7,500.00","5,500.00"
DARAVIT WOMAN 70+ PACK,,PHARMACY,"26,142.86",6,"7,400.00","5,500.00"
DARAVIT WOMAN X 30 PACK,,PHARMACY,"111,099.18",19,"9,000.00","6,000.00"
DAY & NIGHT NURSE CAPS X 24 PACK,,System,"2,997.50",1,"7,800.00","5,995.00"
DAY BY DAY VIT C +GLUCOSE PACK,,PHARMACY,"64,830.32",154,700.00,390.00
DAY BY DAY WELLNESS PACK,,PHARMACY,"-13,500.00",-4,"3,500.00","2,500.00"
DEAL SPRAY,,PHARMACY,"-3,500.00",-1,"3,500.00",0.00
DE-DEON'S SYR  150ML BOTTLE,,PHARMACY,"69,619.38",32,"3,000.00","2,195.00"
DE-DEON'S SYR 280ML BOTTLE,,PHARMACY,"217,942.71",62,"5,000.00","3,530.00"
DEEP FREE GEL,,PHARMACY,0.00,0,"1,900.00","1,430.00"
DEEP FREEZE COLD SPRAY 150ML SPRAY CAN,,PHARMACY,0.00,0,"5,300.00","2,650.00"
DEEP HEAT RUB 15G TUBE,,PHARMACY,0.00,2,0.00,0.00
DEEP HEAT RUB 35GM TUBE,,PHARMACY,"32,712.64",12,"3,800.00","2,835.00"
